ID,Email,URL,Label
92,account@amazon-service.org,http://amazon.account-service.org/verify,phishing
93,alert@apple-secure.com,http://apple.alert-secure.com/verify,phishing
94,customer@paypal-service.com,http://paypal.customer-service.com/verify,phishing
95,account@microsoft-service.com,http://microsoft.account-service.com/verify,phishing
96,update@gmail-account.com,http://gmail.update-account.com/verify,phishing
97,payment@paypal-customer.info,http://paypal.payment-customer.info/verify,phishing
98,verify@outlook-alert.org,http://outlook.verify-alert.org/verify,phishing
99,support@microsoft-payment.com,http://microsoft.support-payment.com/verify,phishing
100,customer@amazon-support.net,http://amazon.customer-support.net/verify,phishing
101,alert@microsoft-update.net,http://microsoft.alert-update.net/verify,phishing
102,support@gmail-service.info,http://gmail.support-service.info/verify,phishing
103,update@linkedin-update.net,http://linkedin.update-update.net/verify,phishing
104,login@gmail-secure.org,http://gmail.login-secure.org/verify,phishing
105,alert@outlook-verify.net,http://outlook.alert-verify.net/verify,phishing
106,account@linkedin-customer.net,http://linkedin.account-customer.net/verify,phishing
107,customer@apple-customer.org,http://apple.customer-customer.org/verify,phishing
108,account@amazon-customer.net,http://amazon.account-customer.net/verify,phishing
109,secure@amazon-customer.com,http://amazon.secure-customer.com/verify,phishing
110,customer@linkedin-support.com,http://linkedin.customer-support.com/verify,phishing
111,payment@dropbox-login.net,http://dropbox.payment-login.net/verify,phishing
112,customer@gmail-alert.info,http://gmail.customer-alert.info/verify,phishing
113,update@bankofamerica-support.net,http://bankofamerica.update-support.net/verify,phishing
114,payment@apple-update.org,http://apple.payment-update.org/verify,phishing
115,support@apple-login.org,http://apple.support-login.org/verify,phishing
116,support@bankofamerica-payment.org,http://bankofamerica.support-payment.org/verify,phishing
117,alert@facebook-secure.com,http://facebook.alert-secure.com/verify,phishing
118,support@gmail-update.net,http://gmail.support-update.net/verify,phishing
119,customer@paypal-account.com,http://paypal.customer-account.com/verify,phishing
120,alert@outlook-update.org,http://outlook.alert-update.org/verify,phishing
121,support@amazon-verify.org,http://amazon.support-verify.org/verify,phishing
122,login@linkedin-update.com,http://linkedin.login-update.com/verify,phishing
123,payment@amazon-update.info,http://amazon.payment-update.info/verify,phishing
124,alert@microsoft-payment.info,http://microsoft.alert-payment.info/verify,phishing
125,service@dropbox-login.com,http://dropbox.service-login.com/verify,phishing
126,account@amazon-customer.net,http://amazon.account-customer.net/verify,phishing
127,alert@facebook-account.info,http://facebook.alert-account.info/verify,phishing
128,service@facebook-support.info,http://facebook.service-support.info/verify,phishing
129,service@apple-support.net,http://apple.service-support.net/verify,phishing
130,customer@dropbox-secure.com,http://dropbox.customer-secure.com/verify,phishing
131,update@linkedin-support.net,http://linkedin.update-support.net/verify,phishing
132,payment@bankofamerica-secure.com,http://bankofamerica.payment-secure.com/verify,phishing
133,alert@linkedin-secure.net,http://linkedin.alert-secure.net/verify,phishing
134,support@dropbox-service.net,http://dropbox.support-service.net/verify,phishing
135,update@outlook-update.org,http://outlook.update-update.org/verify,phishing
136,support@bankofamerica-account.org,http://bankofamerica.support-account.org/verify,phishing
137,login@bankofamerica-payment.com,http://bankofamerica.login-payment.com/verify,phishing
138,customer@dropbox-secure.info,http://dropbox.customer-secure.info/verify,phishing
139,account@paypal-service.info,http://paypal.account-service.info/verify,phishing
140,service@apple-support.net,http://apple.service-support.net/verify,phishing
141,support@microsoft-alert.net,http://microsoft.support-alert.net/verify,phishing
142,verify@amazon-secure.org,http://amazon.verify-secure.org/verify,phishing
143,customer@gmail-service.org,http://gmail.customer-service.org/verify,phishing
144,update@outlook-support.info,http://outlook.update-support.info/verify,phishing
145,update@microsoft-login.com,http://microsoft.update-login.com/verify,phishing
146,secure@linkedin-alert.org,http://linkedin.secure-alert.org/verify,phishing
147,payment@amazon-customer.com,http://amazon.payment-customer.com/verify,phishing
148,account@dropbox-account.com,http://dropbox.account-account.com/verify,phishing
149,secure@dropbox-payment.info,http://dropbox.secure-payment.info/verify,phishing
150,customer@dropbox-secure.info,http://dropbox.customer-secure.info/verify,phishing
151,verify@dropbox-secure.org,http://dropbox.verify-secure.org/verify,phishing
152,verify@apple-support.com,http://apple.verify-support.com/verify,phishing
153,service@amazon-verify.net,http://amazon.service-verify.net/verify,phishing
154,alert@dropbox-account.com,http://dropbox.alert-account.com/verify,phishing
155,service@dropbox-payment.info,http://dropbox.service-payment.info/verify,phishing
156,payment@dropbox-account.net,http://dropbox.payment-account.net/verify,phishing
157,support@bankofamerica-update.org,http://bankofamerica.support-update.org/verify,phishing
158,service@dropbox-service.com,http://dropbox.service-service.com/verify,phishing
159,support@facebook-account.org,http://facebook.support-account.org/verify,phishing
160,verify@apple-secure.org,http://apple.verify-secure.org/verify,phishing
161,verify@facebook-secure.net,http://facebook.verify-secure.net/verify,phishing
162,secure@bankofamerica-login.com,http://bankofamerica.secure-login.com/verify,phishing
163,login@apple-alert.com,http://apple.login-alert.com/verify,phishing
164,account@dropbox-verify.info,http://dropbox.account-verify.info/verify,phishing
165,customer@outlook-login.org,http://outlook.customer-login.org/verify,phishing
166,verify@linkedin-login.info,http://linkedin.verify-login.info/verify,phishing
167,login@bankofamerica-alert.org,http://bankofamerica.login-alert.org/verify,phishing
168,support@dropbox-service.info,http://dropbox.support-service.info/verify,phishing
169,verify@facebook-verify.net,http://facebook.verify-verify.net/verify,phishing
170,support@paypal-update.info,http://paypal.support-update.info/verify,phishing
171,login@bankofamerica-verify.info,http://bankofamerica.login-verify.info/verify,phishing
172,service@dropbox-verify.org,http://dropbox.service-verify.org/verify,phishing
173,update@gmail-verify.com,http://gmail.update-verify.com/verify,phishing
174,support@facebook-alert.org,http://facebook.support-alert.org/verify,phishing
175,customer@amazon-update.net,http://amazon.customer-update.net/verify,phishing
176,payment@bankofamerica-alert.org,http://bankofamerica.payment-alert.org/verify,phishing
177,secure@apple-verify.net,http://apple.secure-verify.net/verify,phishing
178,verify@linkedin-alert.net,http://linkedin.verify-alert.net/verify,phishing
179,service@dropbox-payment.net,http://dropbox.service-payment.net/verify,phishing
180,customer@apple-payment.org,http://apple.customer-payment.org/verify,phishing
181,secure@dropbox-account.com,http://dropbox.secure-account.com/verify,phishing
182,payment@linkedin-customer.info,http://linkedin.payment-customer.info/verify,phishing
183,update@paypal-verify.net,http://paypal.update-verify.net/verify,phishing
184,verify@gmail-alert.org,http://gmail.verify-alert.org/verify,phishing
185,login@microsoft-login.com,http://microsoft.login-login.com/verify,phishing
186,support@outlook-payment.net,http://outlook.support-payment.net/verify,phishing
187,login@outlook-verify.net,http://outlook.login-verify.net/verify,phishing
188,secure@outlook-customer.info,http://outlook.secure-customer.info/verify,phishing
189,account@linkedin-service.org,http://linkedin.account-service.org/verify,phishing
190,verify@microsoft-verify.info,http://microsoft.verify-verify.info/verify,phishing
191,payment@gmail-support.net,http://gmail.payment-support.net/verify,phishing
192,account@outlook-account.com,http://outlook.account-account.com/verify,phishing
193,update@linkedin-account.com,http://linkedin.update-account.com/verify,phishing
194,update@gmail-verify.org,http://gmail.update-verify.org/verify,phishing
195,verify@apple-login.net,http://apple.verify-login.net/verify,phishing
196,support@bankofamerica-support.info,http://bankofamerica.support-support.info/verify,phishing
197,alert@facebook-support.info,http://facebook.alert-support.info/verify,phishing
198,customer@amazon-alert.com,http://amazon.customer-alert.com/verify,phishing
199,service@microsoft-support.org,http://microsoft.service-support.org/verify,phishing
200,update@dropbox-alert.info,http://dropbox.update-alert.info/verify,phishing
201,alert@outlook-verify.com,http://outlook.alert-verify.com/verify,phishing
202,account@outlook-update.info,http://outlook.account-update.info/verify,phishing
203,update@outlook-login.org,http://outlook.update-login.org/verify,phishing
204,support@linkedin-login.com,http://linkedin.support-login.com/verify,phishing
205,secure@amazon-login.com,http://amazon.secure-login.com/verify,phishing
206,account@dropbox-update.net,http://dropbox.account-update.net/verify,phishing
207,payment@apple-customer.org,http://apple.payment-customer.org/verify,phishing
208,account@microsoft-service.com,http://microsoft.account-service.com/verify,phishing
209,service@paypal-secure.info,http://paypal.service-secure.info/verify,phishing
210,account@amazon-update.org,http://amazon.account-update.org/verify,phishing
211,customer@outlook-support.org,http://outlook.customer-support.org/verify,phishing
212,payment@gmail-secure.org,http://gmail.payment-secure.org/verify,phishing
213,payment@facebook-customer.net,http://facebook.payment-customer.net/verify,phishing
214,update@facebook-alert.info,http://facebook.update-alert.info/verify,phishing
215,support@bankofamerica-alert.info,http://bankofamerica.support-alert.info/verify,phishing
216,verify@microsoft-login.net,http://microsoft.verify-login.net/verify,phishing
217,login@paypal-verify.com,http://paypal.login-verify.com/verify,phishing
218,payment@apple-service.net,http://apple.payment-service.net/verify,phishing
219,verify@apple-update.org,http://apple.verify-update.org/verify,phishing
220,secure@paypal-payment.com,http://paypal.secure-payment.com/verify,phishing
221,login@linkedin-update.com,http://linkedin.login-update.com/verify,phishing
222,support@facebook-support.info,http://facebook.support-support.info/verify,phishing
223,secure@linkedin-login.org,http://linkedin.secure-login.org/verify,phishing
224,support@gmail-customer.net,http://gmail.support-customer.net/verify,phishing
225,secure@gmail-update.info,http://gmail.secure-update.info/verify,phishing
226,service@outlook-verify.org,http://outlook.service-verify.org/verify,phishing
227,service@amazon-verify.com,http://amazon.service-verify.com/verify,phishing
228,login@paypal-update.net,http://paypal.login-update.net/verify,phishing
229,customer@bankofamerica-alert.net,http://bankofamerica.customer-alert.net/verify,phishing
230,update@bankofamerica-support.net,http://bankofamerica.update-support.net/verify,phishing
231,update@bankofamerica-payment.com,http://bankofamerica.update-payment.com/verify,phishing
232,secure@microsoft-update.org,http://microsoft.secure-update.org/verify,phishing
233,login@apple-alert.net,http://apple.login-alert.net/verify,phishing
234,update@facebook-service.com,http://facebook.update-service.com/verify,phishing
235,payment@amazon-alert.org,http://amazon.payment-alert.org/verify,phishing
236,secure@microsoft-alert.com,http://microsoft.secure-alert.com/verify,phishing
237,login@dropbox-login.com,http://dropbox.login-login.com/verify,phishing
238,customer@paypal-alert.info,http://paypal.customer-alert.info/verify,phishing
239,service@amazon-support.com,http://amazon.service-support.com/verify,phishing
240,account@bankofamerica-alert.org,http://bankofamerica.account-alert.org/verify,phishing
241,support@apple-payment.info,http://apple.support-payment.info/verify,phishing
242,verify@dropbox-customer.info,http://dropbox.verify-customer.info/verify,phishing
243,verify@apple-service.info,http://apple.verify-service.info/verify,phishing
244,payment@gmail-update.info,http://gmail.payment-update.info/verify,phishing
245,verify@facebook-secure.com,http://facebook.verify-secure.com/verify,phishing
246,service@outlook-alert.org,http://outlook.service-alert.org/verify,phishing
247,payment@dropbox-service.net,http://dropbox.payment-service.net/verify,phishing
248,update@dropbox-service.info,http://dropbox.update-service.info/verify,phishing
249,update@gmail-update.com,http://gmail.update-update.com/verify,phishing
250,alert@paypal-login.com,http://paypal.alert-login.com/verify,phishing
251,update@facebook-payment.info,http://facebook.update-payment.info/verify,phishing
252,support@paypal-secure.com,http://paypal.support-secure.com/verify,phishing
253,update@dropbox-service.info,http://dropbox.update-service.info/verify,phishing
254,secure@amazon-secure.org,http://amazon.secure-secure.org/verify,phishing
255,alert@facebook-verify.com,http://facebook.alert-verify.com/verify,phishing
256,customer@linkedin-service.org,http://linkedin.customer-service.org/verify,phishing
257,payment@bankofamerica-customer.com,http://bankofamerica.payment-customer.com/verify,phishing
258,payment@outlook-login.org,http://outlook.payment-login.org/verify,phishing
259,service@facebook-customer.org,http://facebook.service-customer.org/verify,phishing
260,payment@outlook-payment.info,http://outlook.payment-payment.info/verify,phishing
261,customer@paypal-account.org,http://paypal.customer-account.org/verify,phishing
262,alert@outlook-service.net,http://outlook.alert-service.net/verify,phishing
263,verify@amazon-payment.info,http://amazon.verify-payment.info/verify,phishing
264,secure@outlook-payment.com,http://outlook.secure-payment.com/verify,phishing
265,support@amazon-verify.net,http://amazon.support-verify.net/verify,phishing
266,alert@facebook-support.com,http://facebook.alert-support.com/verify,phishing
267,alert@paypal-secure.net,http://paypal.alert-secure.net/verify,phishing
268,alert@microsoft-payment.net,http://microsoft.alert-payment.net/verify,phishing
269,account@bankofamerica-service.com,http://bankofamerica.account-service.com/verify,phishing
270,update@paypal-verify.org,http://paypal.update-verify.org/verify,phishing
271,update@outlook-secure.net,http://outlook.update-secure.net/verify,phishing
272,update@facebook-verify.org,http://facebook.update-verify.org/verify,phishing
273,customer@microsoft-customer.info,http://microsoft.customer-customer.info/verify,phishing
274,verify@microsoft-verify.org,http://microsoft.verify-verify.org/verify,phishing
275,service@apple-support.net,http://apple.service-support.net/verify,phishing
276,alert@dropbox-payment.com,http://dropbox.alert-payment.com/verify,phishing
277,update@facebook-account.org,http://facebook.update-account.org/verify,phishing
278,verify@microsoft-verify.org,http://microsoft.verify-verify.org/verify,phishing
279,account@dropbox-customer.net,http://dropbox.account-customer.net/verify,phishing
280,support@microsoft-alert.net,http://microsoft.support-alert.net/verify,phishing
281,login@paypal-customer.com,http://paypal.login-customer.com/verify,phishing
282,support@linkedin-update.org,http://linkedin.support-update.org/verify,phishing
283,alert@apple-alert.com,http://apple.alert-alert.com/verify,phishing
284,service@bankofamerica-login.net,http://bankofamerica.service-login.net/verify,phishing
285,secure@outlook-account.org,http://outlook.secure-account.org/verify,phishing
286,customer@facebook-customer.info,http://facebook.customer-customer.info/verify,phishing
287,support@microsoft-login.org,http://microsoft.support-login.org/verify,phishing
288,alert@apple-customer.net,http://apple.alert-customer.net/verify,phishing
289,login@amazon-login.info,http://amazon.login-login.info/verify,phishing
290,support@gmail-verify.info,http://gmail.support-verify.info/verify,phishing
291,customer@apple-alert.com,http://apple.customer-alert.com/verify,phishing
292,support@apple-login.info,http://apple.support-login.info/verify,phishing
293,alert@facebook-update.info,http://facebook.alert-update.info/verify,phishing
294,account@facebook-update.net,http://facebook.account-update.net/verify,phishing
295,secure@paypal-support.com,http://paypal.secure-support.com/verify,phishing
296,login@amazon-support.info,http://amazon.login-support.info/verify,phishing
297,secure@dropbox-secure.com,http://dropbox.secure-secure.com/verify,phishing
298,verify@bankofamerica-payment.com,http://bankofamerica.verify-payment.com/verify,phishing
299,update@microsoft-payment.net,http://microsoft.update-payment.net/verify,phishing
300,login@facebook-update.net,http://facebook.login-update.net/verify,phishing
301,support@linkedin-customer.info,http://linkedin.support-customer.info/verify,phishing
302,login@gmail-customer.net,http://gmail.login-customer.net/verify,phishing
303,customer@paypal-account.com,http://paypal.customer-account.com/verify,phishing
304,service@outlook-service.info,http://outlook.service-service.info/verify,phishing
305,account@linkedin-login.info,http://linkedin.account-login.info/verify,phishing
306,support@apple-login.net,http://apple.support-login.net/verify,phishing
307,update@gmail-payment.net,http://gmail.update-payment.net/verify,phishing
308,login@amazon-payment.net,http://amazon.login-payment.net/verify,phishing
309,payment@microsoft-customer.com,http://microsoft.payment-customer.com/verify,phishing
310,secure@microsoft-alert.org,http://microsoft.secure-alert.org/verify,phishing
311,update@paypal-verify.net,http://paypal.update-verify.net/verify,phishing
312,service@apple-alert.net,http://apple.service-alert.net/verify,phishing
313,account@paypal-account.info,http://paypal.account-account.info/verify,phishing
314,verify@gmail-payment.net,http://gmail.verify-payment.net/verify,phishing
315,payment@microsoft-verify.net,http://microsoft.payment-verify.net/verify,phishing
316,verify@linkedin-payment.com,http://linkedin.verify-payment.com/verify,phishing
317,payment@bankofamerica-update.info,http://bankofamerica.payment-update.info/verify,phishing
318,update@bankofamerica-account.net,http://bankofamerica.update-account.net/verify,phishing
319,secure@microsoft-update.net,http://microsoft.secure-update.net/verify,phishing
320,verify@facebook-alert.com,http://facebook.verify-alert.com/verify,phishing
321,payment@gmail-account.info,http://gmail.payment-account.info/verify,phishing
322,update@dropbox-account.com,http://dropbox.update-account.com/verify,phishing
323,payment@facebook-secure.net,http://facebook.payment-secure.net/verify,phishing
324,service@amazon-payment.net,http://amazon.service-payment.net/verify,phishing
325,service@bankofamerica-verify.info,http://bankofamerica.service-verify.info/verify,phishing
326,account@amazon-verify.com,http://amazon.account-verify.com/verify,phishing
327,verify@gmail-customer.info,http://gmail.verify-customer.info/verify,phishing
328,verify@gmail-update.info,http://gmail.verify-update.info/verify,phishing
329,customer@microsoft-service.org,http://microsoft.customer-service.org/verify,phishing
330,secure@apple-alert.com,http://apple.secure-alert.com/verify,phishing
331,verify@microsoft-support.org,http://microsoft.verify-support.org/verify,phishing
332,login@bankofamerica-customer.net,http://bankofamerica.login-customer.net/verify,phishing
333,verify@apple-account.net,http://apple.verify-account.net/verify,phishing
334,customer@outlook-alert.info,http://outlook.customer-alert.info/verify,phishing
335,customer@dropbox-verify.net,http://dropbox.customer-verify.net/verify,phishing
336,account@amazon-service.info,http://amazon.account-service.info/verify,phishing
337,customer@gmail-verify.com,http://gmail.customer-verify.com/verify,phishing
338,alert@amazon-verify.com,http://amazon.alert-verify.com/verify,phishing
339,service@linkedin-support.info,http://linkedin.service-support.info/verify,phishing
340,secure@linkedin-support.info,http://linkedin.secure-support.info/verify,phishing
341,verify@outlook-account.net,http://outlook.verify-account.net/verify,phishing
342,service@microsoft-login.net,http://microsoft.service-login.net/verify,phishing
343,update@microsoft-secure.com,http://microsoft.update-secure.com/verify,phishing
344,update@gmail-verify.org,http://gmail.update-verify.org/verify,phishing
345,alert@microsoft-alert.info,http://microsoft.alert-alert.info/verify,phishing
346,verify@amazon-service.com,http://amazon.verify-service.com/verify,phishing
347,payment@amazon-payment.org,http://amazon.payment-payment.org/verify,phishing
348,account@dropbox-customer.org,http://dropbox.account-customer.org/verify,phishing
349,payment@dropbox-secure.net,http://dropbox.payment-secure.net/verify,phishing
350,payment@facebook-alert.net,http://facebook.payment-alert.net/verify,phishing
351,support@paypal-login.org,http://paypal.support-login.org/verify,phishing
352,customer@gmail-alert.info,http://gmail.customer-alert.info/verify,phishing
353,customer@microsoft-customer.org,http://microsoft.customer-customer.org/verify,phishing
354,support@dropbox-alert.info,http://dropbox.support-alert.info/verify,phishing
355,service@amazon-update.net,http://amazon.service-update.net/verify,phishing
356,support@outlook-alert.com,http://outlook.support-alert.com/verify,phishing
357,alert@paypal-customer.org,http://paypal.alert-customer.org/verify,phishing
358,alert@bankofamerica-support.info,http://bankofamerica.alert-support.info/verify,phishing
359,login@linkedin-support.net,http://linkedin.login-support.net/verify,phishing
360,secure@dropbox-alert.com,http://dropbox.secure-alert.com/verify,phishing
361,secure@apple-update.org,http://apple.secure-update.org/verify,phishing
362,payment@amazon-service.com,http://amazon.payment-service.com/verify,phishing
363,alert@paypal-account.org,http://paypal.alert-account.org/verify,phishing
364,account@paypal-payment.net,http://paypal.account-payment.net/verify,phishing
365,secure@microsoft-login.org,http://microsoft.secure-login.org/verify,phishing
366,service@gmail-payment.info,http://gmail.service-payment.info/verify,phishing
367,alert@dropbox-payment.net,http://dropbox.alert-payment.net/verify,phishing
368,customer@gmail-customer.info,http://gmail.customer-customer.info/verify,phishing
369,account@outlook-secure.net,http://outlook.account-secure.net/verify,phishing
370,support@bankofamerica-support.info,http://bankofamerica.support-support.info/verify,phishing
371,payment@gmail-login.net,http://gmail.payment-login.net/verify,phishing
372,alert@apple-login.com,http://apple.alert-login.com/verify,phishing
373,secure@dropbox-payment.com,http://dropbox.secure-payment.com/verify,phishing
374,secure@paypal-verify.net,http://paypal.secure-verify.net/verify,phishing
375,support@amazon-customer.org,http://amazon.support-customer.org/verify,phishing
376,login@amazon-alert.org,http://amazon.login-alert.org/verify,phishing
377,login@microsoft-login.net,http://microsoft.login-login.net/verify,phishing
378,account@apple-update.net,http://apple.account-update.net/verify,phishing
379,service@gmail-login.org,http://gmail.service-login.org/verify,phishing
380,account@microsoft-account.org,http://microsoft.account-account.org/verify,phishing
381,service@outlook-customer.net,http://outlook.service-customer.net/verify,phishing
382,update@gmail-login.net,http://gmail.update-login.net/verify,phishing
383,customer@microsoft-verify.info,http://microsoft.customer-verify.info/verify,phishing
384,login@amazon-login.net,http://amazon.login-login.net/verify,phishing
385,customer@gmail-update.info,http://gmail.customer-update.info/verify,phishing
386,verify@amazon-update.com,http://amazon.verify-update.com/verify,phishing
387,update@microsoft-payment.org,http://microsoft.update-payment.org/verify,phishing
388,alert@apple-account.org,http://apple.alert-account.org/verify,phishing
389,support@microsoft-payment.org,http://microsoft.support-payment.org/verify,phishing
390,verify@linkedin-verify.info,http://linkedin.verify-verify.info/verify,phishing
391,update@microsoft-login.org,http://microsoft.update-login.org/verify,phishing
392,support@linkedin-customer.com,http://linkedin.support-customer.com/verify,phishing
393,update@linkedin-update.net,http://linkedin.update-update.net/verify,phishing
394,secure@paypal-secure.org,http://paypal.secure-secure.org/verify,phishing
395,customer@linkedin-payment.net,http://linkedin.customer-payment.net/verify,phishing
396,verify@dropbox-verify.net,http://dropbox.verify-verify.net/verify,phishing
397,account@paypal-customer.com,http://paypal.account-customer.com/verify,phishing
398,account@apple-payment.net,http://apple.account-payment.net/verify,phishing
399,verify@amazon-login.info,http://amazon.verify-login.info/verify,phishing
400,secure@gmail-update.com,http://gmail.secure-update.com/verify,phishing
401,account@gmail-alert.org,http://gmail.account-alert.org/verify,phishing
402,support@linkedin-account.net,http://linkedin.support-account.net/verify,phishing
403,update@dropbox-customer.net,http://dropbox.update-customer.net/verify,phishing
404,update@bankofamerica-customer.info,http://bankofamerica.update-customer.info/verify,phishing
405,customer@outlook-account.com,http://outlook.customer-account.com/verify,phishing
406,secure@gmail-service.net,http://gmail.secure-service.net/verify,phishing
407,verify@apple-service.net,http://apple.verify-service.net/verify,phishing
408,login@bankofamerica-update.com,http://bankofamerica.login-update.com/verify,phishing
409,alert@apple-secure.com,http://apple.alert-secure.com/verify,phishing
410,verify@linkedin-update.org,http://linkedin.verify-update.org/verify,phishing
411,update@apple-update.info,http://apple.update-update.info/verify,phishing
